Deaths
0.006185779
0.050951374
0.006558153
0.00146055
0.007142857
0.108226635
0.105345061
0.003529549
0.089679156
0.031222794
0.044783715
0.004823066
0.006271777
0.018912
0.185427703
0.073031026
0.000450487
0.092435313
0.145534898
0.007034959
0.108602912
0.134416053
0.000641056
0.024280576
0
0.001782089
0.054202671
0.001304348
0.000740653
0.097046739
0.000343843
0.112638541
0.014516129
0.052279397
0.000618911
0.127960199
0.00206542
0.017481359
0.159845091
0.038016812
0.006376518
0
0.02667619
0.085683285
0.009527494
0.025813918
0.034259955
0.054710145
0.001866581
0.000223214
0.01244348
0.121558362
0
0.003182429
0.005544063
0.087994616
0.073890756
0.001444984
0.055616822
0.000884956
0.03240341
0.00066879
0.00238713
0.022871665
0.002148557
0.037611517
0.133367462
0.007880435
0.011070352
0.01155263
0.069414141
0.033004405
0.073435938
0.055023872
0.150927093
0.012709149
0.005059262
0.04091207
0.016650651
0.00331789
0
0
0.00284081
0.020549989
0.021580224
0
0.069768665
0.052190476
0.008543417
0.001660735
0.1047602
0.09335443
0.00101477
0.004375327
0.002614319
0.009981516
0.001669053
0.053448276
0.009139785
0.000790514
0.129731126
5.95E-05
0.134405145
0.023311638
0.00144709
0
0.014600551
0.006784238
0.08283048
0
0.000501303
0.00257732
0.000682128
0.000798972
0.140192308
0.010803787
0.032505835
0.005416403
0.127363997
0.038690558
0.127751036
0.010138619
0.101631568
0.13607021
0.099858557
0.097754794
0.051120062
0.001675417
0
0.00989011
0.002702703
0
0.008571429
0.018255758
0.004031295
0.059105936
0.000990347
0.094013182
0.171754636
0
0.077446837
0.128867429
0.001600036
0.004175694
0.026446281
0.116748579
0.111257818
3.81E-05
0.000954502
0.000118736
0
0.000954222
0.009861213
0.060205111
0.031867633
0
0.000714895
0.059205802
0.009347515
0.167220071
3.52E-05
0.140103008
0.013622203
0.001817171
0
0.004286961
3.64E-05
0.002061959
0.004563751
0.008854202
